ENTRY,NAMES,LITERATURE  ÆfG'¡,ESTIMATED ÆfG'¡,SEÆfG'¡,SOURCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"1,1,2-trichloroethane|",-18.6,-20.16,1.01,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,"1,1,2,2-tetrachloroethane|",-21.3,-20.16,1.77,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,"1,1,1-trichloroethane|",-16.5,-13.18,0.93,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"1,1,1,2-tetrachloroethane|",-18.6,-17.69,1.11,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,pentachloroethane|,-16.3,-17.69,1.42,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,hexachloroethane|,-11.9,-13.30,2.14,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,propane|,-1.8,-2.00,0.90,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1-chloropropane|,-10.7,-12.11,0.52,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"1,2-dichloropropane|",-19.1,-16.93,0.87,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"1,3-dichloropropane|",-19.2,-18.54,1.00,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"1,2,3-trichloropropane|",-24.1,-21.44,1.36,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,butane|,-0.1,-0.38,0.91,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,1-chlorobutane|,-7.6,-10.49,0.56,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,2-chlorobutane|,-10.9,-10.80,0.66,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,pentane|,2.2,1.24,0.93,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1-chloropentane|,-7.1,-8.87,0.61,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,ethylene|,19.5,17.42,1.07,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,chloroethylene|,14.3,9.47,0.72,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,"cis-1,2-dichloroethylene|",6.7,7.12,1.34,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"trans-1,2-dichloroethylene|",7.7,7.12,1.34,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"1,1-dichloroethylene|",7.7,8.21,1.03,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,trichloroethylene|,6.1,5.86,1.23,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,tetrachloroethylene|,6.6,6.52,2.08,"Dolfing, 1994",,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,monochlorobenzene|,24.5,24.22,0.88,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,"1,2-dichlorobenzene|",20.1,20.78,1.25,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"1,3-dichlorobenzene|",19.6,18.86,1.19,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"1,4-dichlorobenzene|",18.7,18.86,1.19,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"1,2,3-trichlorobenzene|",17.1,17.34,1.78,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"1,2,4-trichlorobenzene|",14.5,15.42,1.67,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"1,3,5-trichlorobenzene|",13.6,13.50,1.63,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,"1,2,3,4-tetrachlorobenzene|",13.3,13.90,2.37,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"1,2,3,5-tetrachlorobenzene|",11.8,11.98,2.24,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"1,2,4,5-tetrachlorobenzene|",12.8,11.98,2.24,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,pentachlorobenzene|,10.9,10.46,2.99,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,hexachlorobenzene|,11,8.94,3.81,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,2-chlorobenzoate|,-56.9,-58.41,0.98,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,3-chlorobenzoate|,-58.8,-58.41,0.98,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,4-chlorobenzoate|,-57.2,-58.41,0.98,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"2,3-dichlorobenzoate|",-64.5,-61.85,1.40,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,"2,4-dichlorobenzoate|",-66.1,-63.77,1.36,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"2,5-dichlorobenzoate|",-66.6,-63.77,1.36,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"2,6-dichlorobenzoate|",-62.8,-63.77,1.36,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"3,4-dichlorobenzoate|",-63.1,-61.85,1.40,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,"3,5-dichlorobenzoate|",-65.4,-63.77,1.36,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"2,3,5-trichlorobenzoate|",-70.1,-67.21,1.86,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"3,4,5-trichlorobenzoate|",-67.3,-65.29,1.96,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,2-bromobenzoate|,-50.1,-48.53,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,3-bromobenzoate|,-48.5,-48.53,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,4-bromobenzoate|,-46.9,-48.53,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,2-fluorobenzoate|,-95.3,-94.03,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,3-fluorobenzoate|,-94,-94.03,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,4-fluorobenzoate|,-92.8,-94.03,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,2-iodobenzoate|,-35,-34.43,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,3-iodobenzoate|,-34.4,-34.43,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,4-iodobenzoate|,-33.8,-34.43,1.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,2-amino-5-chlorobenzoate|,-51.5,-54.35,1.19,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,2-hydroxy-5-chlorobenzoate|,-97.7,-97.89,1.15,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,2-methyl-5-chlorobenzoate|,-56.7,-60.04,1.15,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,2-chlorophenol|,-13.6,-15.26,0.95,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,3-chlorophenol|,-13.5,-15.26,0.95,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,4-chlorophenol|,-12.7,-15.26,0.95,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,"2,3-dichlorophenol|",-18,-18.70,1.38,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,"2,4-dichlorophenol|",-20.2,-20.62,1.34,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,"2,5-dichlorophenol|",-20.2,-20.62,1.34,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"2,6-dichlorophenol|",-10.5,-11.92,1.63,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,"3,4-dichlorophenol|",-18,-18.70,1.38,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"3,5-dichlorophenol|",-20.6,-20.62,1.34,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"2,3,4-trichlorphenol|",-21,-22.14,1.94,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"2,4,5-trichlorophenol|",-23.2,-24.06,1.84,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,"2,4,6-trichlorophenol|",-16.5,-17.28,2.03,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,"2,3,5-trichlorphenol|",-23.2,-24.06,1.84,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,"2,3,6-trichlorophenoI|",-15.1,-15.36,2.06,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"3,4,5-trichlorophenol|",-20.7,-22.14,1.94,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"2,3,4,5-tetrachlorophenol|",-26.3,-25.58,2.54,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,"2,3,4,6-tetrachlorophenol|",-19.9,-18.80,2.59,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,"2,3,5,6-tetrachlorophenol|",-19.5,-18.80,2.59,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,pentachlorophenol|,-20.7,-20.32,3.30,"Dolfing, 1992",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
